	key	phon	lemma	form	stress_syl
3813	țigarete|țigaretă|Ncfp-n|2	ts i g a r e t e	țigaretă	țigarete	2
3827	țiglari|țiglar|Ncmp-n|1	ts i g l a r i_0	țiglar	țiglari	1
3833	țigle|țiglă|Ncfp-n|0	ts i g l e	țiglă	țigle	0
3839	țigline|țiglină|Ncfp-n|1	ts i g l i n e	țiglină	țigline	1
3848	țignale|țignal|Ncfp-n|1	ts i g n a l e	țignal	țignale	1
3857	țimbale|țimbal|Ncfp-n|1	ts i m b a l e	țimbal	țimbale	1
3862	țimbaluri|țimbal|Ncfp-n|1	ts i m b a l u r i_0	țimbal	țimbaluri	1
3869	ținci|ținc|Ncmp-n|0	ts i n tS	ținc	ținci	0
3874	țincuri|ținc|Ncfp-n|0	ts i n k u r i_0	ținc	țincuri	0
3877	țincvais|=|Ncfp-n|0	ts i n k v a j s	=	țincvais	0
3894	țineri|ținere|Ncfp-n|0	ts i n e r i_0	ținere	țineri	0
3905	țintare|țintar|Ncfp-n|1	ts i n t a r e	țintar	țintare	1
3908	țintari|țintar|Ncmp-n|1	ts i n t a r i_0	țintar	țintari	1
3913	ținte|țintă|Ncfp-n|0	ts i n t e	țintă	ținte	0
4032	ținute|ținută|Ncfp-n|1	ts i n u t e	ținută	ținute	1
4042	ținuturi|ținut|Ncfp-n|1	ts i n u t u r i_0	ținut	ținuturi	1
4113	țipete|țipăt|Ncfp-n|0	ts i p e t e	țipăt	țipete	0
4117	țipirig|=|Ncfp-n|2	ts i p i r i g	=	țipirig	2
4125	țircălame|țircălam|Ncfp-n|2	ts i r k @ l a m e	țircălam	țircălame	2
4130	țircălamuri|țircălam|Ncfp-n|2	ts i r k @ l a m u r i_0	țircălam	țircălamuri	2
4134	țistuituri|țistuitură|Ncfp-n|3	ts i s t u i t u r i_0	țistuitură	țistuituri	3
4142	țiuri|ți|Ncfp-n|0	ts i u r i_0	ți	țiuri	0
4178	țoape|țoapă|Ncfp-n|0	ts o_X a p e	țoapă	țoape	0
4187	țoli|țol|Ncmp-n|0	ts o l i_0	țol	țoli	0
4192	țoluri|țol|Ncfp-n|0	ts o l u r i_0	țol	țoluri	0
4197	țopârci|țopârcă|Ncfp-n|1	ts o p 1 r tS	țopârcă	țopârci	1
4219	țopăieli|țopăială|Ncfp-n|2	ts o p @ j e l i_0	țopăială	țopăieli	2
4251	țușcovi|țușcov|Ncmp-n|1	ts u S k o v i_0	țușcov	țușcovi	1
4260	țuțuience|țuțuiancă|Ncfp-n|2	ts u ts u j e n tS e	țuțuiancă	țuțuience	2
4295	țuguie|țugui|Ncfp-n|1	ts u g u j e	țugui	țuguie	1
4310	țuhaus|=|Ncfp-n|1	ts u h a w s	=	țuhaus	1
4315	țuhausuri|țuhaus|Ncfp-n|1	ts u h a u s u r i_0	țuhaus	țuhausuri	1
4319	țuici|țuică|Ncfp-n|0	ts u j tS	țuică	țuici	0
4327	țumburușe|țumburuș|Ncfp-n|2	ts u m b u r u S e	țumburuș	țumburușe	2
4333	țumburușuri|țumburuș|Ncfp-n|2	ts u m b u r u S u r i_0	țumburuș	țumburușuri	2
4337	țundre|țundră|Ncfp-n|0	ts u n d r e	țundră	țundre	0
4343	țundrițe|țundriță|Ncfp-n|1	ts u n d r i ts e	țundriță	țundrițe	1
4366	țurci|țurcă|Ncfp-n|0	ts u r tS	țurcă	țurci	0
4376	țurluituri|țurluit|Ncfp-n|2	ts u r l u i t u r i_0	țurluit	țurluituri	2
4380	țurțuri|țurțur|Ncmp-n|0	ts u r ts u r i_0	țurțur	țurțuri	0
4431	țâșnituri|țâșnitură|Ncfp-n|2	ts 1 S n i t u r i_0	țâșnitură	țâșnituri	2
4447	țâfne|țâfnă|Ncfp-n|0	ts 1 f n e	țâfnă	țâfne	0
4471	țâhlișuri|țâhliș|Ncfp-n|1	ts 1 h l i S u r i_0	țâhliș	țâhlișuri	1
4475	țâmburuce|țâmburuc|Ncfp-n|2	ts 1 m b u r u tS e	țâmburuc	țâmburuce	2
4482	țânci|țânc|Ncmp-n|0	ts 1 n tS	țânc	țânci	0
4489	țânțari|țânțar|Ncmp-n|1	ts 1 n ts a r i_0	țânțar	țânțari	1
4496	țânțărași|țânțăraș|Ncmp-n|2	ts 1 n ts @ r a S i_0	țânțăraș	țânțărași	2
4546	țârlâituri|țârlâitură|Ncfp-n|3	ts 1 r l 1 i t u r i_0	țârlâitură	țârlâituri	3
4553	țâruci|țârucă|Ncfp-n|1	ts 1 r u tS	țârucă	țâruci	1
4713	mbarcări|îmbarcare|Ncfp-ny|2	m b a r k @ r i_0	îmbarcare	mbarcări	2
4813	mbinări|îmbinare|Ncfp-ny|1	m b i n @ r i_0	îmbinare	mbinări	1
4857	mbogățiri|îmbogățire|Ncfp-ny|3	m b o g @ ts i r i_0	îmbogățire	mbogățiri	3
4935	mbrățișări|îmbrățișare|Ncfp-ny|3	m b r @ ts i S @ r i_0	îmbrățișare	mbrățișări	3
4966	mbrăcăminți|îmbrăcăminte|Ncfp-ny|3	m b r @ k @ m i n ts i_0	îmbrăcăminte	mbrăcăminți	3
4988	mbucături|îmbucătură|Ncfp-ny|3	m b u k @ t u r i_0	îmbucătură	mbucături	3
5067	mbunătățiri|îmbunătățire|Ncfp-ny|4	m b u n @ t @ ts i r i_0	îmbunătățire	mbunătățiri	4
5174	mpăduriri|împădurire|Ncfp-ny|2	m p @ d u r i r i_0	împădurire	mpăduriri	2
5279	mpărătese|împărăteasă|Ncfp-ny|2	m p @ r @ t e s e	împărăteasă	mpărătese	2
5296	mpărțeli|împărțeală|Ncfp-ny|2	m p @ r ts e l i_0	împărțeală	mpărțeli	2
5307	mpărțiri|împărțire|Ncfp-ny|2	m p @ r ts i r i_0	împărțire	mpărțiri	2
5328	mpărați|împărat|Ncmp-ny|1	m p @ r a ts i_0	împărat	mpărați	1
5423	mperecheri|împerechere|Ncfp-ny|3	m p e r e k_j e r i_0	împerechere	mperecheri	3
5543	mpletituri|împletitură|Ncfp-ny|3	m p l e t i t u r i_0	împletitură	mpletituri	3
5563	mpliniri|împlinire|Ncfp-ny|2	m p l i n i r i_0	împlinire	mpliniri	2
5659	mpotriviri|împotrivire|Ncfp-ny|2	m p o t r i v i r i_0	împotrivire	mpotriviri	2
5795	mprejurimi|împrejurime|Ncfp-ny|3	m p r e Z u r i m i_0	împrejurime	mprejurimi	3
5801	mprejurări|împrejurare|Ncfp-ny|3	m p r e Z u r @ r i_0	împrejurare	mprejurări	3
5996	mprumuturi|împrumut|Ncfp-ny|2	m p r u m u t u r i_0	împrumut	mprumuturi	2
6017	mpușcături|împușcătură|Ncfp-ny|3	m p u S k @ t u r i_0	împușcătură	mpușcături	3
6236	năspriri|înăsprire|Ncfp-ny|1	n @ s p r i r i_0	înăsprire	năspriri	1
6288	nșelăciuni|înșelăciune|Ncfp-ny|3	n S e l @ tS u n i_0	înșelăciune	nșelăciuni	3
6294	nșelări|înșelare|Ncfp-ny|2	n S e l @ r i_0	înșelare	nșelări	2
6448	nștiințări|înștiințare|Ncfp-ny|3	n S t i i n ts @ r i_0	înștiințare	nștiințări	3
6526	nțelegeri|înțelegere|Ncfp-ny|2	n ts e l e gZ e r i_0	înțelegere	nțelegeri	2
6547	nțelepciuni|înțelepciune|Ncfp-ny|3	n ts e l e p tS u n i_0	înțelepciune	nțelepciuni	3
6572	nțelesuri|înțeles|Ncfp-ny|2	n ts e l e s u r i_0	înțeles	nțelesuri	2
6578	nțepături|înțepătură|Ncfp-ny|3	n ts e p @ t u r i_0	înțepătură	nțepături	3
6680	naintări|înaintare|Ncfp-ny|2	n a j n t @ r i_0	înaintare	naintări	2
6729	napoieri|înapoiere|Ncfp-ny|2	n a p o j e r i_0	înapoiere	napoieri	2
6766	narmări|înarmare|Ncfp-ny|1	n a r m @ r i_0	înarmare	narmări	1
6795	ncăierări|încăierare|Ncfp-ny|3	n k @ j e r @ r i_0	încăierare	ncăierări	3
6821	ncălțăminți|încălțăminte|Ncfp-ny|3	n k @ l ts @ m i n ts i_0	încălțăminte	ncălțăminți	3
6906	ncăperi|încăpere|Ncfp-ny|2	n k @ p e r i_0	încăpere	ncăperi	2
6968	ncărcături|încărcătură|Ncfp-ny|3	n k @ r k @ t u r i_0	încărcătură	ncărcături	3
7118	nceperi|începere|Ncfp-ny|1	n tS e p e r i_0	începere	nceperi	1
7141	nceputuri|început|Ncfp-ny|2	n tS e p u t u r i_0	început	nceputuri	2
7148	ncepători|începător|Ncmp-ny|3	n tS e p @ t o r i_0	începător	ncepători	3
7156	ncercări|încercare|Ncfp-ny|2	n tS e r k @ r i_0	încercare	ncercări	2
7208	ncercuiri|încercuire|Ncfp-ny|3	n tS e r k u i r i_0	încercuire	ncercuiri	3
7386	ncheieturi|încheietură|Ncfp-ny|4	n k_j e j e t u r i_0	încheietură	ncheieturi	4
7403	nchideri|închidere|Ncfp-ny|1	n k_j i d e r i_0	închidere	nchideri	1
7449	nchipuiri|închipuire|Ncfp-ny|3	n k_j i p u i r i_0	închipuire	nchipuiri	3
7530	nchisori|închisoare|Ncfp-ny|2	n k_j i s o r i_0	închisoare	nchisori	2
7664	nclinații|înclinație|Ncfp-ny|2	n k l i n a ts i j	înclinație	nclinații	2
7756	nconjururi|înconjur|Ncfp-ny|1	n k o n Z u r u r i_0	înconjur	nconjururi	1
7846	ncoronări|încoronare|Ncfp-ny|3	n k o r o n @ r i_0	încoronare	ncoronări	3
7985	ncrederi|încredere|Ncfp-ny|1	n k r e d e r i_0	încredere	ncrederi	1
8018	ncredințări|încredințare|Ncfp-ny|3	n k r e d i n ts @ r i_0	încredințare	ncredințări	3
8272	ncurajări|încurajare|Ncfp-ny|3	n k u r a Z @ r i_0	încurajare	ncurajări	3
8314	ncurcături|încărcătură|Ncfp-ny|3	n k u r k @ t u r i_0	încărcătură	ncurcături	3
8351	ncuviințări|încuviințare|Ncfp-ny|4	n k u v i i n ts @ r i_0	încuviințare	ncuviințări	4
8409	ndatoriri|îndatorire|Ncfp-ny|3	n d a t o r i r i_0	îndatorire	ndatoriri	3
8428	ndeletniciri|îndeletnicire|Ncfp-ny|4	n d e l e t n i tS i r i_0	îndeletnicire	ndeletniciri	4
8515	ndemnuri|îndemn|Ncfp-ny|1	n d e m n u r i_0	îndemn	ndemnuri	1
8567	ndepărtări|îndepărtare|Ncfp-ny|3	n d e p @ r t @ r i_0	îndepărtare	ndepărtări	3
8590	ndepliniri|îndeplinire|Ncfp-ny|3	n d e p l i n i r i_0	îndeplinire	ndepliniri	3
8723	ndoieli|îndoială|Ncfp-ny|2	n d o j e l i_0	îndoială	ndoieli	2
8748	ndoiri|îndoire|Ncfp-ny|2	n d o i r i_0	îndoire	ndoiri	2
8922	ndrăgostiți|îndrăgostit|Ncmp-ny|3	n d r @ g o s t i ts i_0	îndrăgostit	ndrăgostiți	3
8935	ndrăzneli|îndrăzneală|Ncfp-ny|2	n d r @ z n e l i_0	îndrăzneală	ndrăzneli	2
8974	ndreptări|îndreptare|Ncfp-ny|2	n d r e p t @ r i_0	îndreptare	ndreptări	2
9127	ndrumători|îndrumător|Ncmp-ny|3	n d r u m @ t o r i_0	îndrumător	ndrumători	3
9311	necați|înecat|Ncmp-ny|1	n e k a ts i_0	înecat	necați	1
9317	necuri|înec|Ncfp-ny|0	n e k u r i_0	înec	necuri	0
9373	nfățișări|înfățișare|Ncfp-ny|3	n f @ ts i S @ r i_0	înfățișare	nfățișări	3
9502	nființări|înființare|Ncfp-ny|3	n f i i n ts @ r i_0	înființare	nființări	3
9646	nfloriri|înflorire|Ncfp-ny|2	n f l o r i r i_0	înflorire	nfloriri	2
9781	nfrățiri|înfrățire|Ncfp-ny|2	n f r @ ts i r i_0	înfrățire	nfrățiri	2
9868	nfrigurări|înfrigurare|Ncfp-ny|3	n f r i g u r @ r i_0	înfrigurare	nfrigurări	3
9901	nfrumusețări|înfrumusețare|Ncfp-ny|4	n f r u m u s e ts @ r i_0	înfrumusețare	nfrumusețări	4
9933	nfruntări|înfruntare|Ncfp-ny|2	n f r u n t @ r i_0	înfruntare	nfruntări	2
10079	ngăduințe|îngăduință|Ncfp-ny|3	n g @ d u i n ts e	îngăduință	ngăduințe	3
10192	ngeri|înger|Ncmp-ny|1	n gZ e r i_0	înger	ngeri	1
10208	nghețate|înghețată|Ncfp-ny|2	n g_j e ts a t e	înghețată	nghețate	2
10224	nghețuri|îngheț|Ncfp-ny|1	n g_j e ts u r i_0	îngheț	nghețuri	1
10240	nghesuieli|înghesuială|Ncfp-ny|3	n g_j e s u j e l i_0	înghesuială	nghesuieli	3
10572	ngrijiri|îngrijire|Ncfp-ny|2	n g r i Z i r i_0	îngrijire	ngrijiri	2
10602	ngrijitori|îngrijitor|Ncmp-ny|3	n g r i Z i t o r i_0	îngrijitor	ngrijitori	3
10620	ngrijorări|îngrijorare|Ncfp-ny|3	n g r i Z o r @ r i_0	îngrijorare	ngrijorări	3
10978	njosiri|înjosire|Ncfp-ny|2	n Z o s i r i_0	înjosire	njosiri	2
11083	njurături|înjurătură|Ncfp-ny|3	n Z u r @ t u r i_0	înjurătură	njurături	3
11160	nlesniri|înlesnire|Ncfp-ny|2	n l e s n i r i_0	înlesnire	nlesniri	2
11217	nlocuitori|înlocuitor|Ncmp-ny|4	n l o k u i t o r i_0	înlocuitor	nlocuitori	4
11597	noturi|înot|Ncfp-ny|0	n o t u r i_0	înot	noturi	0
11772	nregistrări|înregistrare|Ncfp-ny|3	n r e gZ i s t r @ r i_0	înregistrare	nregistrări	3
11924	nsănătoșiri|însănătoșire|Ncfp-ny|4	n s @ n @ t o S i r i_0	însănătoșire	nsănătoșiri	4
11982	nscrieri|înscriere|Ncfp-ny|1	n s k r i e r i_0	înscriere	nscrieri	1
12031	nsemnări|însemnare|Ncfp-ny|2	n s e m n @ r i_0	însemnare	nsemnări	2
12041	nserări|înserare|Ncfp-ny|2	n s e r @ r i_0	înserare	nserări	2
12075	nsoțitori|însoțitor|Ncmp-ny|3	n s o ts i t o r i_0	însoțitor	nsoțitori	3
12250	nsușiri|însușire|Ncfp-ny|2	n s u S i r i_0	însușire	nsușiri	2
12436	ntemeieri|întemeiere|Ncfp-ny|3	n t e m e j e r i_0	întemeiere	ntemeieri	3
12442	ntemeietori|întemeietor|Ncmp-ny|4	n t e m e j e t o r i_0	întemeietor	ntemeietori	4
12662	ntrajutorări|întrajutorare|Ncfp-ny|4	n t r a Z u t o r @ r i_0	întrajutorare	ntrajutorări	4
12707	ntrețineri|întreținere|Ncfp-ny|2	n t r e ts i n e r i_0	întreținere	ntrețineri	2
12789	ntrebuințări|întrebuințare|Ncfp-ny|4	n t r e b u i n ts @ r i_0	întrebuințare	ntrebuințări	4
12862	ntregimi|întregime|Ncfp-ny|2	n t r e gZ i m i_0	întregime	ntregimi	2
12944	ntreprinderi|întreprindere|Ncfp-ny|2	n t r e p r i n d e r i_0	întreprindere	ntreprinderi	2
12992	ntreruperi|întrerupere|Ncfp-ny|2	n t r e r u p e r i_0	întrerupere	ntreruperi	2
13010	ntrerupătoare|întrerupător|Ncfp-ny|4	n t r e r u p @ t o_X a r e	întrerupător	ntrerupătoare	4
13028	ntrevederi|întrevedere|Ncfp-ny|3	n t r e v e d e r i_0	întrevedere	ntrevederi	3
13121	ntristări|întristare|Ncfp-ny|2	n t r i s t @ r i_0	întristare	ntristări	2
13170	ntruniri|întrunire|Ncfp-ny|2	n t r u n i r i_0	întrunire	ntruniri	2
13305	nvățați|învățat|Ncmp-ny|2	n v @ ts a ts i_0	învățat	nvățați	2
13310	nvățăminte|învățământ|Ncfp-ny|3	n v @ ts @ m i n t e	învățământ	nvățăminte	3
13321	nvățători|învățător|Ncmp-ny|3	n v @ ts @ t o r i_0	învățător	nvățători	3
13327	nvățături|învățătură|Ncfp-ny|3	n v @ ts @ t u r i_0	învățătură	nvățături	3
13335	nvălmășeli|învălmășeală|Ncfp-ny|3	n v @ l m @ S e l i_0	învălmășeală	nvălmășeli	3
13506	nvelitori|învelitoare|Ncfp-ny|3	n v e l i t o r i_0	învelitoare	nvelitori	3
13516	nvelișuri|înveliș|Ncfp-ny|2	n v e l i S u r i_0	înveliș	nvelișuri	2
13571	nverșunări|înverșunare|Ncfp-ny|3	n v e r S u n @ r i_0	înverșunare	nverșunări	3
13681	nvingători|învingător|Ncmp-ny|3	n v i n g @ t o r i_0	învingător	nvingători	3
13809	nvoiri|învoire|Ncfp-ny|2	n v o i r i_0	învoire	nvoiri	2
14153	Albine|albină|Ncfp-n|1	a l b i n e	albină	Albine	1
15859	Laseri|laser|Ncmp-n|0	l a s e r i_0	laser	Laseri	0
17454	așchieri|așchiere|Ncfp-n|2	a S k_j i e r i_0	așchiere	așchieri	2
17516	așezați|așezat|Ncmp-n|2	a S e z a ts i_0	așezat	așezați	2
17527	așezăminte|așezământ|Ncfp-n|3	a S e z @ m i n t e	așezământ	așezăminte	3
17533	așezări|așezare|Ncfp-n|2	a S e z @ r i_0	așezare	așezări	2
17538	ași|as|Ncmp-n|0	a S i_0	as	ași	0
17587	așteptați|așteptat|Ncmp-n|2	a S t e p t a ts i_0	așteptat	așteptați	2
17596	așteptări|așteptare|Ncfp-n|2	a S t e p t @ r i_0	așteptare	așteptări	2
17642	așternuturi|așternut|Ncfp-n|2	a S t e r n u t u r i_0	așternut	așternuturi	2
17650	așternuți|așternut|Ncmp-n|2	a S t e r n u ts i_0	așternut	așternuți	2
17656	aștri|astru|Ncmp-n|0	a S t r i	astru	aștri	0
17661	ațe|ață|Ncfp-n|0	a ts e	ață	ațe	0
17714	ațintiți|ațintit|Ncmp-n|2	a ts i n t i ts i_0	ațintit	ațintiți	2
17795	abțibilduri|abțibild|Ncfp-n|2	a b ts i b i l d u r i_0	abțibild	abțibilduri	2
17813	abțineri|abținere|Ncfp-n|1	a b ts i n e r i_0	abținere	abțineri	1
17849	abați|abate|Ncmp-n|1	a b a ts i_0	abate	abați	1
17855	abandonări|abandonare|Ncfp-n|3	a b a n d o n @ r i_0	abandonare	abandonări	3
17902	abandonați|abandonat|Ncmp-n|3	a b a n d o n a ts i_0	abandonat	abandonați	3
17915	abandonuri|abandon|Ncfp-n|2	a b a n d o n u r i_0	abandon	abandonuri	2
17922	abataje|abataj|Ncfp-n|2	a b a t a Z e	abataj	abataje	2
17935	abateri|abatere|Ncfp-n|1	a b a t e r i_0	abatere	abateri	1
17942	abatoare|abator|Ncfp-n|2	a b a t o_X a r e	abator	abatoare	2
17983	abdicări|abdicare|Ncfp-n|2	a b d i k @ r i_0	abdicare	abdicări	2
17989	abdomene|abdomen|Ncfp-n|2	a b d o m e n e	abdomen	abdomene	2
18008	abecedare|abecedar|Ncfp-n|3	a b e tS e d a r e	abecedar	abecedare	3
18031	aberații|aberație|Ncfp-n|2	a b e r a ts i j	aberație	aberații	2
18035	aberoscoape|aberoscop|Ncfp-n|3	a b e r o s k o_X a p e	aberoscop	aberoscoape	3
18106	abilitări|abilitare|Ncfp-n|3	a b i l i t @ r i_0	abilitare	abilitări	3
18111	abilități|abilitate|Ncfp-n|3	a b i l i t @ ts i_0	abilitate	abilități	3
18134	abisuri|abis|Ncfp-n|1	a b i s u r i_0	abis	abisuri	1
18153	ablactații|ablactație|Ncfp-n|2	a b l a k t a ts i j	ablactație	ablactații	2
18161	ablauturi|ablaut|Ncfp-n|0	a b l a w t u r i_0	ablaut	ablauturi	0
18166	abluțiuni|abluțiune|Ncfp-n|3	a b l u ts i u n i_0	abluțiune	abluțiuni	3
18174	abnegații|abnegație|Ncfp-n|2	a b n e g a ts i j	abnegație	abnegații	2
18193	abolle|abolla|Ncfp-n|1	a b o l l e	abolla	abolle	1
18216	abonamente|abonament|Ncfp-n|3	a b o n a m e n t e	abonament	abonamente	3
18256	abonați|abonat|Ncmp-n|2	a b o n a ts i_0	abonat	abonați	2
18319	abordări|abordare|Ncfp-n|2	a b o r d @ r i_0	abordare	abordări	2
18340	abreviații|abreviație|Ncfp-n|3	a b r e v i a ts i i	abreviație	abreviații	3
18345	abreviațiuni|abreviațiune|Ncfp-n|5	a b r e v i a ts i u n i_0	abreviațiune	abreviațiuni	5
18352	abrevieri|abreviere|Ncfp-n|3	a b r e v i e r i_0	abreviere	abrevieri	3
18406	abrogări|abrogare|Ncfp-n|2	a b r o g @ r i_0	abrogare	abrogări	2
18460	absciziuni|absciziune|Ncfp-n|3	a p s tS i z i u n i_0	absciziune	absciziuni	3
18479	absențe|absență|Ncfp-n|1	a b s e n ts e	absență	absențe	1
18554	absenteiști|absenteist|Ncmp-n|3	a b s e n t e i S t i_0	absenteist	absenteiști	3
18571	absinturi|absint|Ncfp-n|1	a b s i n t u r i_0	absint	absinturi	1
18605	absoluturi|absolut|Ncfp-n|2	a b s o l u t u r i_0	absolut	absoluturi	2
18624	absolvente|absolventă|Ncfp-n|2	a b s o l v e n t e	absolventă	absolvente	2
18633	absolvenți|absolvent|Ncmp-n|2	a b s o l v e n ts i_0	absolvent	absolvenți	2
18649	absolviri|absolvire|Ncfp-n|2	a b s o l v i r i_0	absolvire	absolviri	2
18686	absolviți|absolvit|Ncmp-n|2	a b s o l v i ts i_0	absolvit	absolviți	2
18696	absorbții|absorbție|Ncfp-n|1	a b s o r b ts i j	absorbție	absorbții	1
18701	absorbțiuni|absorbțiune|Ncfp-n|3	a b s o r b ts i u n i_0	absorbțiune	absorbțiuni	3
18730	absorbiri|absorbire|Ncfp-n|2	a b s o r b i r i_0	absorbire	absorbiri	2
18767	absorbiți|absorbit|Ncmp-n|2	a b s o r b i ts i_0	absorbit	absorbiți	2
18776	abstinențe|abstinență|Ncfp-n|2	a b s t i n e n ts e	abstinență	abstinențe	2
18812	abstracții|abstracție|Ncfp-n|1	a b s t r a k ts i j	abstracție	abstracții	1
18822	abstracționiste|abstracționistă|Ncfp-n|4	a b s t r a k ts i o n i s t e	abstracționistă	abstracționiste	4
18896	abundențe|abundență|Ncfp-n|2	a b u n d e n ts e	abundență	abundențe	2
18902	abundenți|abundent|Ncmp-n|2	a b u n d e n ts i_0	abundent	abundenți	2
18949	abureli|abureală|Ncfp-n|2	a b u r e l i_0	abureală	abureli	2
18961	aburi|abur|Ncmp-n|0	a b u r i_0	abur	aburi	0
19053	abuzuri|abuz|Ncfp-n|1	a b u z u r i_0	abuz	abuzuri	1
19089	acționări|acționare|Ncfp-n|3	a k ts i o n @ r i_0	acționare	acționări	3
19102	acționari|acționar|Ncmp-n|3	a k ts i o n a r i_0	acționar	acționari	3
19143	acționați|acționat|Ncmp-n|3	a k ts i o n a ts i_0	acționat	acționați	3
19156	acțiuni|acțiune|Ncfp-n|2	a k ts i u n i_0	acțiune	acțiuni	2
19163	acați|acaț|Ncmp-n|1	a k a ts i_0	acaț	acați	1
19173	acadele|acadea|Ncfp-n|2	a k a d e l e	acadea	acadele	2
19191	academicieni|academician|Ncmp-n|5	a k a d e m i tS i e n i_0	academician	academicieni	5
19201	academii|academie|Ncfp-n|3	a k a d e m i j	academie	academii	3
19208	acalmii|acalmie|Ncfp-n|2	a k a l m i j	acalmie	acalmii	2
19256	acare|acar|Ncfp-n|1	a k a r e	acar	acare	1
19259	acari|acar|Ncmp-n|1	a k a r i_0	acar	acari	1
19261	acaricide|acaricid|Ncfp-n|3	a k a r i tS i d e	acaricid	acaricide	3
19275	acatalepsii|acatalepsie|Ncfp-n|4	a k a t a l e p s i j	acatalepsie	acatalepsii	4
19310	accederi|accedere|Ncfp-n|1	a k tS e d e r i_0	accedere	accederi	1
19321	accelerări|accelerare|Ncfp-n|3	a k tS e l e r @ r i_0	accelerare	accelerări	3
19353	acceleratoare|accelerator|Ncfp-n|4	a k tS e l e r a t o_X a r e	accelerator	acceleratoare	4
19357	acceleratori|accelerator|Ncmp-n|4	a k tS e l e r a t o r i_0	accelerator	acceleratori	4
19377	accelerați|accelerat|Ncmp-n|3	a k tS e l e r a ts i_0	accelerat	accelerați	3
19383	accelerații|accelerație|Ncfp-n|3	a k tS e l e r a ts i j	accelerație	accelerații	3
19396	accente|accent|Ncfp-n|1	a k tS e n t e	accent	accente	1
19401	accentuări|accentuare|Ncfp-n|3	a k tS e n t u @ r i_0	accentuare	accentuări	3
19452	accentuați|accentuat|Ncmp-n|3	a k tS e n t u a ts i_0	accentuat	accentuați	3
19470	accepțiuni|accepțiune|Ncfp-n|3	a k tS e p ts i u n i_0	accepțiune	accepțiuni	3
19479	acceptări|acceptare|Ncfp-n|2	a k tS e p t @ r i_0	acceptare	acceptări	2
19494	acceptați|acceptat|Ncmp-n|2	a k tS e p t a ts i_0	acceptat	acceptați	2
19551	accepte|accept|Ncfp-n|1	a k tS e p t e	accept	accepte	1
19561	accesări|accesare|Ncfp-n|2	a k tS e s @ r i_0	accesare	accesări	2
19606	accese|acces|Ncfp-n|1	a k tS e s e	acces	accese	1
19626	accesibilități|accesibilitate|Ncfp-n|5	a k tS e s i b i l i t @ ts i_0	accesibilitate	accesibilități	5
19634	accesorii|accesoriu|Ncfp-n|2	a k tS e s o r i j	accesoriu	accesorii	2
19642	accesuri|acces|Ncfp-n|1	a k tS e s u r i_0	acces	accesuri	1
19647	accidenți|accident|Ncmp-n|2	a k tS i d e n ts i_0	accident	accidenți	2
19652	accidentări|accidentare|Ncfp-n|3	a k tS i d e n t @ r i_0	accidentare	accidentări	3
19666	accidentați|accidentat|Ncmp-n|3	a k tS i d e n t a ts i_0	accidentat	accidentați	3
19707	accidentate|accidentată|Ncfp-n|3	a k tS i d e n t a t e	accidentată	accidentate	3
19724	accidente|accident|Ncfp-n|2	a k tS i d e n t e	accident	accidente	2
19774	accize|acciză|Ncfp-n|1	a k tS i z e	acciză	accize	1
19790	accizări|accizare|Ncfp-n|2	a k tS i z @ r i_0	accizare	accizări	2
19795	ace|ac|Ncfp-n|0	a tS e	ac	ace	0
19839	aceratherium|=|Ncfp-n|3	a tS e r a t h e r i u m	=	aceratherium	3
19891	acetiluri|acetilură|Ncfp-n|3	a tS e t i l u r i_0	acetilură	acetiluri	3
19970	achitați|achitat|Ncmp-n|2	a k_j i t a ts i_0	achitat	achitați	2
19982	achitări|achitare|Ncfp-n|2	a k_j i t @ r i_0	achitare	achitări	2
19990	achiziții|achiziție|Ncfp-n|2	a k_j i z i ts i j	achiziție	achiziții	2
20035	achiziționați|achiziționat|Ncmp-n|5	a k_j i z i ts i o n a ts i_0	achiziționat	achiziționați	5
20049	achiziționări|achiziționare|Ncfp-n|5	a k_j i z i ts i o n @ r i_0	achiziționare	achiziționări	5
20071	acipenserizi|acipenserid|Ncmp-n|4	a tS i p e n s e r i z i_0	acipenserid	acipenserizi	4
20075	acizi|acid|Ncmp-n|1	a tS i z i_0	acid	acizi	1
20124	aclamați|aclamat|Ncmp-n|2	a k l a m a ts i_0	aclamat	aclamați	2
20130	aclamații|aclamație|Ncfp-n|2	a k l a m a ts i j	aclamație	aclamații	2
20146	aclimatizări|aclimatizare|Ncfp-n|4	a k l i m a t i z @ r i_0	aclimatizare	aclimatizări	4
20157	acolade|acoladă|Ncfp-n|2	a k o l a d e	acoladă	acolade	2
20168	acoliți|acolit|Ncmp-n|2	a k o l i ts i_0	acolit	acoliți	2
20210	acomodări|acomodare|Ncfp-n|3	a k o m o d @ r i_0	acomodare	acomodări	3
20221	acompaniamente|acompaniament|Ncfp-n|5	a k o m p a n i a m e n t e	acompaniament	acompaniamente	5
20305	acoperăminte|acoperământ|Ncfp-n|4	a k o p e r @ m i n t e	acoperământ	acoperăminte	4
20317	acopereminte|acoperemânt|Ncfp-n|4	a k o p e r e m i n t e	acoperemânt	acopereminte	4
20331	acoperișuri|acoperiș|Ncfp-n|3	a k o p e r i S u r i_0	acoperiș	acoperișuri	3
20338	acoperiți|acoperit|Ncmp-n|3	a k o p e r i ts i_0	acoperit	acoperiți	3
